Sheet,Jurisdiction,Jurisdiction Setting,Jurisdiction Role,HSTM Setting,HSTM Role,Regulation Type,Oversight / Professional Agency,Requirement Level,Authority Level,Citation,Training Topic / Competency Item,Relationship,Purpose,Hours Required,Source URL,Notes / Research Flags
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Ability: Recognizes outbreak conditions or emerging public health threats in the SNF context, where the congregate setting, medically vulnerable population, and frequent exposures from hospital discharges and community contacts create heightened risk for rapid spread with significant operational, staffing, and regulatory impact, and initiates the appropriate facility response, including escalation to the IP, DON, medical director, administrator, and external public health agencies, while preserving resident rights, dignity, and access to family contact",Child,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Domain 11: QAPI, Survey Readiness, and Regulatory Defensibility",Parent,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Knowledge: Describes the federally-required QAPI program under 42 CFR 483.75 (F-Tag 865-868), including the QAPI elements, the committee structure and required membership, performance improvement project methodology, and the facility's obligation to maintain QAPI documentation available to surveyors on request",Child,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Knowledge: Identifies the SNF survey ecosystem (annual standard surveys, complaint surveys, focused infection control surveys, the Long-Term Care Survey Process and Critical Element Pathways, the Five-Star Quality Rating system and its three domains, Payroll-Based Journal staffing reporting, and the SNF Value-Based Purchasing Program and the RN's documentation contribution to each",Child,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Skill: Designs, validates, and documents staff competency for LVNs, CNAs, and ancillary nursing staff, including initial competency verification, annual reassessment, and corrective competency follow-up after errors, incidents, or survey findings",Child,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Skill: Produces objective, timely, and legally defensible RN documentation that demonstrates the full nursing process, supports F-Tag survey defensibility under Appendix PP interpretive guidance, and preserves continuity of care across shifts and transitions",Child,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Ability: Recognizes systemic gaps in care quality, documentation, or regulatory posture, leads the corrective response through QAPI performance improvement projects, policy revision, and staff retraining, and supports the facility through plan-of-correction development and resurvey when deficiencies are cited",Child,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),Domain 12: End-of-Life and Comfort Care Coordination,Parent,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Knowledge: Describes the RN's role in supporting residents receiving hospice or palliative care in the SNF, including coordination with the Medicare-certified hospice agency under 42 CFR 483.70(o), the bifurcated clinical authority between the hospice and the SNF, and the documentation requirements that demonstrate compliant collaboration",Child,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Knowledge: Identifies physical signs of active dying and understands how goals of care shift clinical decision-making toward comfort, including documentation and verification of advance directives, code status orders, and resident-specific symptom management plans consistent with 42 CFR 483.10(c)(6) and (g)(12)",Child,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Skill: Leads comfort-focused nursing care (e.g., pain and symptom assessment, positioning, oral care, bowel and bladder management, psychosocial support) and directs LVNs and CNAs consistently within the resident's care plan and the hospice agency's plan of care",Child,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Skill: Communicates with empathy and appropriate clinical framing with family members during the dying process and after death, including post-mortem care, notification workflows, vital records and disposition coordination, and bereavement support referral",Child,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR RN_SNF,US,skilled nursing facility,Registered Nurse (RN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Registered Nurse (RN) × Skilled Nursing Facility (FINAL),"Ability: Manages own emotional responses to resident death, supports peer staff through grief, models healthy coping for LVNs and CNAs, and accesses or develops facility and community grief-support resources as part of staff retention and wellbeing",Child,Workforce Readiness,,,Source: JobStudy_RN_SNF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Domain 1: Regulatory & Care Setting Orientation,Parent,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Knowledge: Understands the distinction between ALF state regulatory frameworks and federal CMS Conditions of Participation (SNF-focused),Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Knowledge: Identifies applicable state ALF regulations governing CNA scope of practice, including medication assistance rules",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Knowledge: Describes how ALF licensure categories (e.g., residential care, memory care, enhanced care) affect permissible CNA activities",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Skill: Applies facility-specific policies and procedures that comply with state ALF regulations,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Ability: Differentiates between tasks within vs. outside CNA scope in the ALF setting and escalates appropriately,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Domain 2: Resident Rights and Autonomy,Parent,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Knowledge: Articulates resident rights specific to the ALF model, including rights to self-determination, refusal of care, privacy, and dignity",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Knowledge: Understands consent frameworks in ALF settings, including capacity assessment limitations for CNAs and reporting obligations",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
